用户账单当月总费用（元）,用户账单当月总费用（元）W0,用户账单当月总费用（元）W1,用户账单当月总费用（元）W2,用户账单当月总费用（元）W3,用户账单当月总费用（元）W4,用户账单当月总费用（元）W5,用户账单当月总费用（元）W6,用户账单当月总费用（元）W7,用户账单当月总费用（元）W8,用户账单当月总费用（元）W9
19.33,-0.16203871369361877,-0.3105037212371826,0.18925629556179047,0.38776513934135437,-0.30989789962768555,0.01076583657413721,0.05763664469122887,0.3889758884906769,0.16595590114593506,0.20181593298912048
20.0,-0.010856116190552711,-1.4423764944076538,0.48102328181266785,1.9481351375579834,-1.0974041223526,0.09689316898584366,0.4731692969799042,3.546093463897705,0.3191056549549103,0.24240742623806
21.0,0.03963889554142952,-1.1715967655181885,-0.11944404989480972,2.536500930786133,-1.350497841835022,0.5838098526000977,0.40126460790634155,3.00396990776062,0.1439196765422821,0.16849148273468018
14.75,-0.026506690308451653,0.015043767169117928,0.05212327092885971,0.0984186977148056,0.004185887984931469,0.0017499092500656843,0.029019027948379517,0.08080442249774933,0.013406580314040184,0.04766622558236122
23.0,-0.3315388858318329,-0.9482123255729675,0.49171140789985657,2.023350954055786,-1.3907641172409058,0.24179859459400177,-0.3279961049556732,3.437195062637329,0.3117919862270355,-0.043822381645441055
24.89,-0.06270048767328262,-0.26484963297843933,0.15566407144069672,0.3168080449104309,-0.2249501645565033,0.09959569573402405,-0.02081732451915741,0.2929554283618927,0.12070196866989136,0.17517079412937164
24.42,0.003033297834917903,-0.14398132264614105,0.22575172781944275,0.36986595392227173,-0.26727157831192017,0.06330493092536926,0.03140351176261902,0.41950616240501404,0.08180741965770721,0.21945582330226898
24.0,-0.3129839301109314,-0.6579099297523499,0.5788654685020447,1.8031620979309082,-1.588073968887329,0.4127225875854492,-0.25423702597618103,3.5349791049957275,0.14297600090503693,-0.06675959378480911
26.0,-0.3596884608268738,-0.8472092151641846,0.4963039457798004,1.7725862264633179,-1.5207669734954834,-0.016474539414048195,-0.9804431796073914,3.8208224773406982,0.6364299058914185,-0.5410513877868652
19.5,-0.03724973648786545,-0.34860292077064514,0.2864455580711365,0.6263536214828491,-0.3798857033252716,0.12423586845397949,0.04691504314541817,0.6569568514823914,0.1129714846611023,0.17038065195083618
20.25,-0.05075801536440849,-0.27401795983314514,0.2597562074661255,0.5917997360229492,-0.36647510528564453,0.08050163090229034,-0.0711507722735405,0.5923862457275391,0.1807866245508194,0.2811683416366577
30.0,-0.6280975341796875,-0.7185726761817932,0.6339698433876038,1.3892524242401123,-1.4957612752914429,0.10013799369335175,-0.775121808052063,4.752162933349609,0.2845018208026886,-0.6232590079307556
22.0,-0.09478330612182617,-0.8495091199874878,0.6756826043128967,2.1208434104919434,-1.4708938598632812,-0.19011148810386658,-0.3386484384536743,3.1273739337921143,0.19044771790504456,0.17345848679542542
23.5,0.030284591019153595,-0.28995662927627563,0.30108094215393066,0.7276540398597717,-0.41328659653663635,0.23721082508563995,-0.03497453033924103,0.7252910137176514,0.17971940338611603,0.29502514004707336
24.5,0.05399950593709946,-0.23792648315429688,0.30357179045677185,0.6694622039794922,-0.4611976444721222,0.23990118503570557,-0.13494089245796204,0.8827710151672363,0.2435198277235031,0.23630709946155548
25.0,-0.3608444333076477,-0.7076956629753113,0.4803081750869751,1.7706196308135986,-1.5880966186523438,0.24036940932273865,-0.6621695756912231,3.6573071479797363,0.45834702253341675,-0.2733168601989746
35.0,-0.40201929211616516,-0.7813315987586975,0.37524306774139404,1.33425772190094,-1.4240975379943848,0.26400965452194214,-0.42758312821388245,5.220399379730225,0.28133583068847656,-0.7732419371604919
36.0,-0.5836725234985352,-0.6450580954551697,0.4555639624595642,1.7273715734481812,-1.4104321002960205,0.18716378509998322,-0.40769723057746887,5.045649528503418,-0.0639704018831253,-0.9007997512817383
28.0,-0.3966134786605835,-0.7939818501472473,0.5383988618850708,1.682757019996643,-1.6933783292770386,0.2318236529827118,-0.6801691651344299,4.375881671905518,0.18963976204395294,-0.7531760334968567
38.5,0.16847142577171326,-0.43222564458847046,0.6685502529144287,1.1938672065734863,-0.8437592387199402,0.4900933802127838,-0.22626350820064545,1.3656113147735596,0.3967517614364624,0.3630591630935669
38.0,0.46062636375427246,-1.5358656644821167,1.1095644235610962,1.7061488628387451,-2.4194891452789307,1.2330337762832642,0.5359578132629395,4.016027927398682,-0.7012656331062317,-2.04936146736145
40.0,-0.5228393077850342,-0.7536888122558594,0.9135733842849731,1.1573933362960815,-1.4975539445877075,0.4671827256679535,-1.0397621393203735,4.6800689697265625,-0.7286508083343506,-0.21072624623775482
41.2,0.10196986794471741,-0.49532225728034973,0.6037936210632324,1.1682236194610596,-0.7998778223991394,0.30982598662376404,-0.22195982933044434,1.5137171745300293,0.29426389932632446,0.4014394283294678
40.2,0.11302915215492249,-0.4320625364780426,0.6351437568664551,1.297371745109558,-0.8070918321609497,0.4063962399959564,-0.3104060888290405,1.5276905298233032,0.3999975621700287,0.5191636681556702
41.0,-0.25977426767349243,-0.7116996645927429,0.23548336327075958,1.4475703239440918,-1.5085428953170776,0.136612206697464,-0.44248101115226746,5.08244514465332,0.01610725000500679,-0.7165246605873108
41.75,0.09162411838769913,-0.028068101033568382,0.22793357074260712,0.3166171610355377,-0.12718600034713745,0.10661222040653229,-0.03499479964375496,0.2946842610836029,0.09576822072267532,0.1767829954624176
43.0,-0.47814127802848816,-0.6938008666038513,0.3766228258609772,1.578749179840088,-1.3678385019302368,0.054474126547575,-0.9609280228614807,4.9787373542785645,0.12055238336324692,-0.8697446584701538
46.61,-0.12559303641319275,-0.5429188013076782,0.25422802567481995,0.7203635573387146,-0.6584445834159851,0.14598339796066284,-0.15634864568710327,0.8909661173820496,0.2160724401473999,0.34574034810066223
47.19,-0.004673015791922808,-0.2217271625995636,0.15682724118232727,0.2812221050262451,-0.23274604976177216,0.11806026101112366,-0.11131202429533005,0.3537956774234772,0.1527535766363144,0.1896892786026001
47.0,-0.2143702656030655,-0.6857896447181702,0.45323634147644043,1.6494213342666626,-1.6056627035140991,0.036392565816640854,-0.38610419631004333,4.574739933013916,0.44132816791534424,-0.930027425289154
48.0,-0.10066823661327362,-0.8584680557250977,0.6184183359146118,1.771775484085083,-1.6392849683761597,0.13148167729377747,-0.5380132794380188,4.135202884674072,-0.07825145870447159,-0.8024025559425354
49.8,0.14812912046909332,-0.08590186387300491,0.24221360683441162,0.4952009320259094,-0.2412564903497696,0.19554664194583893,-0.10024017095565796,0.44059425592422485,0.1458488255739212,0.20825862884521484
50.09,0.07945189625024796,-0.08710542321205139,0.1713506430387497,0.4318227767944336,-0.12453462928533554,0.07927442342042923,-0.0808216854929924,0.5027188062667847,0.1262919008731842,0.14612175524234772
50.0,-0.04953638091683388,-0.724493145942688,0.528078019618988,1.2293270826339722,-1.7352770566940308,0.4745361804962158,-0.637505292892456,4.157694339752197,-0.08261290937662125,-0.16457021236419678
49.53,0.05814998224377632,-0.09608699381351471,0.06888175010681152,0.1474398821592331,-0.13378465175628662,-0.019987087696790695,-0.05436592176556587,0.19259612262248993,0.03512708470225334,0.06960215419530869
54.0,-0.21128442883491516,-0.6856496334075928,0.9857792854309082,1.7331734895706177,-1.516653060913086,0.007821793667972088,-0.4242132604122162,3.68644380569458,0.003496176563203335,0.051875434815883636
46.0,-0.20550726354122162,-0.7189413905143738,0.19876155257225037,1.5329645872116089,-1.696516752243042,0.3889511227607727,-0.5723679661750793,4.7902655601501465,-0.07458853721618652,-0.5845165252685547
56.8,0.11408320814371109,-0.14000946283340454,0.27544671297073364,0.4687258005142212,-0.2702051103115082,0.09377095848321915,-0.09306096285581589,0.5705919861793518,0.13609370589256287,0.17291221022605896
49.0,-0.06219010427594185,-0.8942840695381165,0.8496121764183044,1.38655424118042,-1.546150803565979,0.17401927709579468,-0.9408054351806641,4.185998916625977,-0.13175073266029358,-0.24551409482955933
58.0,0.02687058225274086,-1.5236284732818604,0.020348377525806427,1.9238039255142212,-0.781663715839386,0.5742232799530029,-1.8296409845352173,3.194659948348999,-0.3332144618034363,-0.0160549134016037
59.0,0.33395153284072876,-0.8740776777267456,0.3315965235233307,1.7970569133758545,-1.7880600690841675,0.4093012809753418,-0.6003103256225586,2.7749850749969482,0.5635610818862915,0.18133880198001862
60.0,0.028440343216061592,-1.5988414287567139,0.30559489130973816,1.0620253086090088,-1.6100047826766968,1.221237063407898,-2.040050745010376,3.1542632579803467,0.7999569177627563,0.050682585686445236
61.78,0.0945751890540123,-0.010596263222396374,0.20745618641376495,0.2629071772098541,-0.18235257267951965,0.06695237755775452,-0.015124306082725525,0.2818353772163391,0.06341221183538437,0.06752962619066238
62.0,0.2473139613866806,-1.2170624732971191,0.9133630394935608,1.8371853828430176,-0.9907558560371399,0.04735208675265312,-0.17397986352443695,3.006977081298828,0.2257445603609085,0.7152115702629089
63.19,0.12444065511226654,-0.20147404074668884,0.2981225550174713,0.5159685015678406,-0.24412332475185394,0.12535452842712402,-0.03789122402667999,0.4739457666873932,0.08639811724424362,0.1990516185760498
55.0,-0.031663309782743454,-1.0069961547851562,0.8083602786064148,1.6814749240875244,-1.6355862617492676,0.29543337225914,-0.606421947479248,3.605851650238037,0.030963335186243057,-0.046996064484119415
65.0,0.2903442978858948,-1.2423529624938965,0.5217862725257874,1.6657634973526,-0.9855130910873413,0.2541962265968323,-0.5188596844673157,3.0336873531341553,0.6527405381202698,0.6139646768569946
66.94,-0.009671828709542751,-0.08460777252912521,0.21627278625965118,0.30720803141593933,-0.1993815153837204,0.10271795839071274,-0.05893871188163757,0.2594790756702423,0.07806660234928131,0.15944375097751617
58.5,-0.045742206275463104,-0.4158569574356079,0.5973898768424988,1.1580960750579834,-0.710441529750824,0.3835092782974243,-0.22109176218509674,1.1936901807785034,0.41491279006004333,0.6022777557373047
68.0,-0.5158801674842834,-1.4866644144058228,0.8181163668632507,3.098020315170288,-0.7884114980697632,-0.8730912208557129,-1.1280827522277832,2.560821771621704,1.7785907983779907,-1.4054392576217651
69.0,0.15465562045574188,-0.4319393038749695,-1.0634464025497437,1.6846970319747925,-1.1446980237960815,1.2188903093338013,-1.970279574394226,3.063281774520874,-0.46726876497268677,1.961087703704834
70.16,0.11513671278953552,-0.09848211705684662,0.17236898839473724,0.3275296688079834,-0.19712287187576294,0.15938800573349,-0.03161235153675079,0.35199111700057983,0.10523531585931778,0.17308387160301208
71.61,0.08905316889286041,-0.0603153221309185,0.23426775634288788,0.43528735637664795,-0.29994136095046997,0.10648462921380997,-0.08230976015329361,0.5016198754310608,0.16882194578647614,0.1595326066017151
72.2,0.08114048838615417,-0.25616219639778137,0.4424072504043579,0.862993061542511,-0.5411709547042847,0.2772212028503418,-0.10394520312547684,1.0009781122207642,0.24857854843139648,0.382222443819046
73.2,0.07276569306850433,-0.17577260732650757,0.4805929362773895,1.002799391746521,-0.6191709637641907,0.31825897097587585,-0.27925369143486023,1.0190614461898804,0.39904582500457764,0.37030959129333496
73.0,0.3591611385345459,-0.5477712750434875,1.018442988395691,1.6962851285934448,-1.4508267641067505,0.3718610107898712,-0.40433481335639954,2.172377109527588,0.5210427641868591,0.7621709108352661
75.32,0.07845041900873184,-0.031178295612335205,0.13695421814918518,0.23006591200828552,-0.14366289973258972,0.0962785929441452,-0.10407065600156784,0.2950056791305542,0.051785681396722794,0.11463500559329987
68.5,0.07409901171922684,-0.142473042011261,0.39124640822410583,0.8400751352310181,-0.44574975967407227,0.3109458386898041,-0.2555798292160034,0.975326418876648,0.2794167697429657,0.3755052983760834
68.87,0.014717255719006062,-0.14559094607830048,0.10026104748249054,0.3436238467693329,-0.29007688164711,0.09307891875505447,-0.0638728141784668,0.49918603897094727,0.12029489874839783,0.0981265977025032
78.1,0.022655948996543884,-0.6444792151451111,-0.1764182150363922,1.776712417602539,-0.8723726868629456,0.5615197420120239,-0.6984137892723083,2.316650867462158,0.07882128655910492,-0.07463173568248749
78.0,-0.33511650562286377,-0.3840137720108032,-1.2109369039535522,3.268317222595215,-1.0285683870315552,1.0481090545654297,-0.864063560962677,2.628478765487671,-0.41148701310157776,-0.9660677909851074
80.3,0.03844885155558586,-0.41545993089675903,0.5588622689247131,1.273904800415039,-0.8696437478065491,0.37549006938934326,-0.30222320556640625,1.508732557296753,0.575283408164978,0.42949146032333374
81.3,0.2203901708126068,-0.15511107444763184,0.6875817179679871,1.1500000953674316,-0.6754550933837891,0.5265291929244995,-0.3125203847885132,1.4672868251800537,0.394377738237381,0.36111974716186523
80.0,1.9844850301742554,-0.2911594808101654,-0.20898981392383575,0.3212658762931824,-2.646390438079834,0.730225145816803,-0.3077848255634308,3.065680980682373,-0.09226666390895844,0.6440455913543701
83.2,0.24562373757362366,-0.12334149330854416,0.6605110168457031,1.044891119003296,-0.6594871282577515,0.32435113191604614,-0.35315611958503723,1.152459740638733,0.42518100142478943,0.4486236572265625
79.7,0.1524166315793991,-0.051596127450466156,0.6227691769599915,0.955786943435669,-0.5918930768966675,0.24052321910858154,-0.23175865411758423,1.0612760782241821,0.27402636408805847,0.34540218114852905
85.83,0.013583915308117867,-0.15271024405956268,0.2907610237598419,0.6294764280319214,-0.39114686846733093,0.1506318598985672,-0.15531648695468903,0.7411035299301147,0.15503129363059998,0.148653045296669
86.0,0.676388144493103,-0.01250557042658329,1.2349061965942383,1.4109464883804321,-1.4291048049926758,-0.2838723957538605,-0.06569741666316986,2.3170247077941895,0.32007065415382385,0.7349326014518738
79.0,0.712028443813324,-1.0620546340942383,0.39093855023384094,1.949784517288208,-0.28295037150382996,0.23233743011951447,-0.8674182891845703,2.3633127212524414,-0.34066593647003174,0.9446389675140381
82.0,0.5973755121231079,-0.22790057957172394,1.1749098300933838,1.812542200088501,-1.052968144416809,0.4079103171825409,-0.6199817061424255,1.6934623718261719,0.44769251346588135,0.9744209051132202
84.66,0.06464648991823196,-0.024792879819869995,0.1971902698278427,0.27539879083633423,-0.07414324581623077,0.11462052911520004,0.012331806123256683,0.2475501298904419,0.1448131948709488,0.10159386694431305
89.0,0.38975632190704346,0.13884297013282776,0.617898166179657,1.346911072731018,-0.7761390805244446,-0.27528467774391174,-0.14472824335098267,2.9113929271698,0.47334617376327515,1.1246716976165771
88.0,1.7973803281784058,0.3180657625198364,-2.4288151264190674,2.444504499435425,-2.2031867504119873,-3.319221258163452,1.7570981979370117,4.217451095581055,2.6011786460876465,1.2380001544952393
92.0,0.4571024179458618,0.1396671086549759,1.6121760606765747,1.4458322525024414,-0.9641593098640442,0.34170955419540405,-0.6745530962944031,1.5574541091918945,1.0144577026367188,1.0896897315979004
93.8,0.19103410840034485,0.001556837698444724,0.3853723406791687,0.5109654068946838,-0.19998615980148315,0.2499895691871643,-0.13877294957637787,0.675426185131073,0.29669907689094543,0.20992988348007202
94.69,0.1880928874015808,-0.05050142854452133,0.2885691225528717,0.4261018633842468,-0.1862829178571701,0.20229677855968475,-0.088694266974926,0.46686214208602905,0.144182026386261,0.22528766095638275
95.4,0.16288909316062927,-0.0775989517569542,0.4589477479457855,0.7874759435653687,-0.4770151674747467,0.19269320368766785,-0.04004267603158951,0.7699130773544312,0.40125852823257446,0.29337555170059204
88.9,0.18888381123542786,-0.14433865249156952,0.44622230529785156,0.8183510303497314,-0.4414980113506317,0.24501919746398926,-0.15600715577602386,0.9163923859596252,0.3060111999511719,0.2918773293495178
97.0,0.7282881736755371,-0.18293271958827972,1.1381012201309204,1.6673039197921753,-0.9174423217773438,0.5538129210472107,-0.6282913088798523,1.9482156038284302,0.40806278586387634,0.7536840438842773
98.3,-0.029557956382632256,-0.38823631405830383,0.6117773056030273,1.4685680866241455,-0.8128675222396851,0.46545547246932983,-0.23688653111457825,2.0586071014404297,0.22825507819652557,0.3489769399166107
98.0,-0.3061591684818268,-0.3098810911178589,-0.694901704788208,4.163645267486572,1.0064736604690552,0.7534993886947632,1.1241792440414429,3.6527886390686035,-2.832829713821411,0.4235098659992218
98.9,0.08788591623306274,-0.17699895799160004,0.49399811029434204,0.9902400970458984,-0.4187141954898834,0.33628010749816895,-0.22588695585727692,1.0719733238220215,0.3342175781726837,0.285723477602005
101.0,0.6847227811813354,-1.467329740524292,1.1372601985931396,2.3110578060150146,-0.3166801631450653,-0.13324829936027527,-0.9813987612724304,2.7551724910736084,-1.5269509553909302,-0.5341194868087769
102.5,0.3001314401626587,-0.014869420789182186,0.48299360275268555,0.726681649684906,-0.37421485781669617,0.2614428699016571,-0.2384403645992279,0.8652654886245728,0.31925877928733826,0.2741820216178894
102.2,0.21221554279327393,-0.05458066239953041,0.6839531660079956,0.958031177520752,-0.5001294016838074,0.39342084527015686,-0.2101593166589737,1.0569109916687012,0.405519038438797,0.37061184644699097
103.67,0.013932625763118267,-0.03955857455730438,0.08139024674892426,0.15387769043445587,-0.06951405107975006,0.0758466050028801,-0.013067403808236122,0.1952766329050064,0.06187359243631363,0.0221707820892334
103.0,0.9592492580413818,0.042421821504831314,1.0024747848510742,1.375915765762329,-1.4779305458068848,0.43306538462638855,-0.10835476964712143,1.7662065029144287,0.8200888633728027,0.9465135335922241
100.6,0.2231970578432083,-0.1647825539112091,0.7300151586532593,0.9754403829574585,-0.7055556178092957,0.43545669317245483,-0.1670065075159073,1.1195882558822632,0.41396528482437134,0.3626508414745331
103.6,0.15502871572971344,-0.09134027361869812,0.5079999566078186,0.7664405703544617,-0.3472379744052887,0.28472664952278137,-0.2193617820739746,0.9627037644386292,0.24781060218811035,0.2976326048374176
100.0,0.8091842532157898,0.3910495340824127,0.5127570629119873,0.5690873861312866,-1.9185593128204346,0.3031480610370636,-0.41125252842903137,2.9970738887786865,0.2683139145374298,0.04261527583003044
109.1,0.4140595495700836,-0.5292606949806213,0.9381327033042908,1.130856990814209,-0.692444384098053,0.34816738963127136,-0.42037492990493774,1.960495948791504,0.36343133449554443,0.15092840790748596
105.6,0.20030741393566132,0.013306056149303913,0.39175093173980713,0.5334342122077942,-0.2505638301372528,0.1728091835975647,-0.1269376128911972,0.5320691466331482,0.25241637229919434,0.1543760746717453
107.0,0.489867240190506,-0.13085809350013733,0.8805407285690308,1.8172388076782227,-0.8997092247009277,0.29766109585762024,-0.36746835708618164,2.179980516433716,0.17014087736606598,0.543701708316803
103.4,0.23319341242313385,-0.11600646376609802,0.41806134581565857,0.7552829384803772,-0.40328431129455566,0.3012816607952118,-0.23553544282913208,0.8611242771148682,0.3266768455505371,0.27987563610076904
111.0,0.6542825698852539,-0.04564805328845978,1.2056227922439575,1.6134326457977295,-1.10002863407135,0.05692639201879501,-0.19933725893497467,1.97933828830719,0.3696392774581909,0.7118424773216248
111.2,0.3344327509403229,-0.11163530498743057,0.7434496879577637,1.153385043144226,-0.5944477319717407,0.4419530928134918,-0.22020316123962402,1.2143429517745972,0.407764196395874,0.4357144236564636
109.3,0.18625111877918243,-0.15135528147220612,0.7185229659080505,1.2299861907958984,-0.5844095945358276,0.3063467741012573,-0.1963764727115631,1.4611728191375732,0.3956032693386078,0.3865499496459961
111.1,0.36512491106987,0.023435181006789207,0.8313191533088684,1.150078535079956,-0.5642674565315247,0.3050301969051361,-0.26218390464782715,1.3008402585983276,0.4524432122707367,0.4676028788089752
111.6,0.27760812640190125,0.012537754140794277,0.3688201308250427,0.6005309820175171,-0.24926063418388367,0.21897372603416443,-0.1189507395029068,0.6444827318191528,0.2573304772377014,0.24801388382911682
116.52,0.11598317325115204,0.026905566453933716,0.12199045717716217,0.17861416935920715,-0.13783317804336548,0.07492781430482864,-0.02794489450752735,0.18382591009140015,0.0690736398100853,0.1349550038576126
117.0,0.6132256388664246,-0.4378315210342407,1.4047983884811401,1.4470174312591553,-1.1292285919189453,0.26470378041267395,-0.1379336714744568,2.292814254760742,0.4803715646266937,0.6451911330223083
117.1,0.377033531665802,0.08044596761465073,0.5136346220970154,0.7156233787536621,-0.25952330231666565,0.26761099696159363,-0.19369250535964966,0.8314115405082703,0.3276415765285492,0.24710652232170105
119.0,0.11126343905925751,-0.7766618728637695,0.8977918028831482,0.7618829607963562,-0.2161112129688263,0.8490474224090576,-1.2054563760757446,2.9668586254119873,0.4716475307941437,-0.10484622418880463
120.2,0.3542726933956146,0.017508603632450104,0.5633528828620911,0.8413888216018677,-0.366975873708725,0.33192121982574463,-0.212233304977417,1.076314091682434,0.2999400198459625,0.21895720064640045
118.0,0.48760753870010376,-0.5520109534263611,1.2489917278289795,1.469950795173645,-1.0598430633544922,0.5205786824226379,-0.5885205268859863,2.0806543827056885,0.4113430976867676,0.6937739253044128
120.0,0.7034363746643066,-0.2710588872432709,1.1067137718200684,1.4747035503387451,-0.9362565279006958,0.20987869799137115,-0.46857354044914246,2.2071988582611084,0.862167477607727,0.35294416546821594
123.4,0.13996925950050354,0.013283523730933666,0.2934330403804779,0.4588697850704193,-0.2736613154411316,0.18054142594337463,-0.1518481820821762,0.5510900020599365,0.21946923434734344,0.2469428926706314
118.1,0.36144158244132996,0.05100822076201439,0.6104831695556641,0.9891500473022461,-0.5578787922859192,0.2753424644470215,-0.22235190868377686,1.2175458669662476,0.37451693415641785,0.34243693947792053
122.1,0.3957810401916504,0.04750092327594757,0.7766629457473755,1.0342103242874146,-0.4389680027961731,0.4104568362236023,-0.3733111023902893,1.3210713863372803,0.42962703108787537,0.45019859075546265
120.4,0.2958412766456604,0.000990568078123033,0.3805546462535858,0.6043730974197388,-0.29980888962745667,0.2726205587387085,-0.18182727694511414,0.6272009611129761,0.3216874301433563,0.2363758683204651
127.12,0.1669629067182541,-0.03753627836704254,0.22014228999614716,0.3594375550746918,-0.22448860108852386,0.08706560730934143,-0.06820551306009293,0.4304254949092865,0.15329398214817047,0.1733875274658203
128.0,0.8848954439163208,-0.5370281934738159,1.1243391036987305,0.890503466129303,-0.7772490978240967,0.571303129196167,-0.7871472239494324,2.294597625732422,0.919063925743103,-0.27549004554748535
129.0,0.5842621922492981,-0.049831487238407135,0.9950879216194153,1.6768051385879517,-0.907305896282196,0.49747154116630554,-0.4014463424682617,1.8649331331253052,0.649299681186676,0.7304473519325256
130.0,-0.8231008648872375,0.7645496129989624,2.40773344039917,1.0311164855957031,-0.6420959234237671,0.5013415217399597,-0.3944164216518402,2.5580215454101562,0.9719808101654053,-0.7362048029899597
129.3,0.38721388578414917,0.04019143059849739,0.548919141292572,0.696067750453949,-0.26977449655532837,0.3218260407447815,-0.27504682540893555,0.7492920756340027,0.3400767147541046,0.2722650468349457
130.3,0.15541140735149384,0.09383092820644379,0.7779293656349182,0.9177547097206116,-0.43161940574645996,0.22109244763851166,-0.25010955333709717,1.0862165689468384,0.48308470845222473,0.19493736326694489
134.9,0.052860092371702194,-0.03854430466890335,0.30996841192245483,0.5612493753433228,-0.24332678318023682,0.23927587270736694,-0.13906149566173553,0.5193904638290405,0.17238150537014008,0.1874888688325882
136.1,0.4199196398258209,0.005948224570602179,0.54826819896698,0.7669293880462646,-0.31620001792907715,0.32493677735328674,-0.197249174118042,0.8935443758964539,0.32407599687576294,0.24742825329303741
128.99,0.14097656309604645,0.007385783828794956,0.3560209274291992,0.46533989906311035,-0.29832127690315247,0.23703533411026,-0.12239238619804382,0.44655516743659973,0.23677203059196472,0.20269449055194855
138.0,-0.06541086733341217,-0.9867231845855713,1.1829183101654053,1.5293679237365723,1.576324701309204,-0.19300329685211182,-0.44524139165878296,3.341203451156616,-0.33635252714157104,0.5559070706367493
139.6,0.3817615211009979,0.10577791929244995,0.5797985792160034,0.6555331349372864,-0.2601591646671295,0.32033365964889526,-0.22230423986911774,0.7512520551681519,0.3048287332057953,0.28389567136764526
139.0,0.5640094876289368,0.025419071316719055,0.7456915378570557,1.394962191581726,-0.7935059070587158,0.26292574405670166,-0.2151414006948471,2.216445207595825,0.3805038332939148,0.4138090908527374
